,start,end,activity,time_of_the_day,BalconyDoor_24,BathroomPIR_19,BedPressureLeft_13,BedPressureRight_12,BedroomDoor_10,BedroomDresser_18,BedroomMovement_16,CutleryDrawer_14,Fridge_3,Frontdoor_7,GroceriesCupboard_5,KitchenPIR_28,KitchenWindow_25,Microwave_27,PianoSeatPressure_20,PlatesCupboard_9,ServerNookSeatPressure_22,SinkFloat_21,StoveLid_15,Toaster_26,ToiletDoor_1,ToiletFlush_6,one_hot_time_of_the_day,repeated_activitiesUnary
241,24-Jul-2009 20:47:00,24-Jul-2009 20:47:59,getDrink,0.8659722222222223,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[1 0 0 0 0 0 0]
248,24-Jul-2009 20:54:00,24-Jul-2009 20:54:59,eatDinner,0.8708333333333333,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[1 1 0 0 0 0 0]
249,24-Jul-2009 20:55:00,24-Jul-2009 20:55:59,eatDinner,0.8715277777777778,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[1 0 0 0 0 0 0]
257,24-Jul-2009 21:03:00,24-Jul-2009 21:03:59,washDishes,0.8770833333333333,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[1 1 0 0 0 0 0]
259,24-Jul-2009 21:05:00,24-Jul-2009 21:05:59,washDishes,0.8784722222222222,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[1 0 0 0 0 0 0]
260,24-Jul-2009 21:06:00,24-Jul-2009 21:06:59,washDishes,0.8791666666666667,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[1 0 0 0 0 0 0]
262,24-Jul-2009 21:08:00,24-Jul-2009 21:08:59,washDishes,0.8805555555555555,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[1 0 0 0 0 0 0]
265,24-Jul-2009 21:11:00,24-Jul-2009 21:11:59,washDishes,0.8826388888888889,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[1 0 0 0 0 0 0]
266,24-Jul-2009 21:12:00,24-Jul-2009 21:12:59,washDishes,0.8833333333333333,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[1 0 0 0 0 0 0]
268,24-Jul-2009 21:14:00,24-Jul-2009 21:14:59,washDishes,0.8847222222222222,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[1 0 0 0 0 0 0]
269,24-Jul-2009 21:15:00,24-Jul-2009 21:15:59,washDishes,0.8854166666666666,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[1 0 0 0 0 0 0]
270,24-Jul-2009 21:16:00,24-Jul-2009 21:16:59,idle,0.8861111111111111,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[1 0 0 0 0 0 0]
272,24-Jul-2009 21:18:00,24-Jul-2009 21:18:59,idle,0.8875,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[1 0 0 0 0 0 0]
273,24-Jul-2009 21:19:00,24-Jul-2009 21:19:59,brushTeeth,0.8881944444444444,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[1 0 0 0 0 0 0]
274,24-Jul-2009 21:20:00,24-Jul-2009 21:20:59,brushTeeth,0.8888888888888888,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[1 0 0 0 0 0 0]
275,24-Jul-2009 21:21:00,24-Jul-2009 21:21:59,brushTeeth,0.8895833333333333,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[1 0 0 0 0 0 0]
276,24-Jul-2009 21:22:00,24-Jul-2009 21:22:59,brushTeeth,0.8902777777777777,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[1 0 0 0 0 0 0]
278,24-Jul-2009 21:24:00,24-Jul-2009 21:24:59,idle,0.8916666666666667,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[1 0 0 0 0 0 0]
279,24-Jul-2009 21:25:00,24-Jul-2009 21:25:59,leaveHouse,0.8923611111111112,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0],[1 0 0 0 0 0 0]
291,24-Jul-2009 21:37:00,24-Jul-2009 21:37:59,leaveHouse,0.9006944444444445,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],[1 1 0 0 0 0 0]
293,24-Jul-2009 21:39:00,24-Jul-2009 21:39:59,leaveHouse,0.9020833333333332,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],[1 0 0 0 0 0 0]
303,24-Jul-2009 21:49:00,24-Jul-2009 21:49:59,leaveHouse,0.9090277777777778,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],[1 1 0 0 0 0 0]
304,24-Jul-2009 21:50:00,24-Jul-2009 21:50:59,leaveHouse,0.9097222222222222,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],[1 0 0 0 0 0 0]
306,24-Jul-2009 21:52:00,24-Jul-2009 21:52:59,leaveHouse,0.9111111111111112,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],[1 0 0 0 0 0 0]
307,24-Jul-2009 21:53:00,24-Jul-2009 21:53:59,leaveHouse,0.9118055555555556,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],[1 0 0 0 0 0 0]
325,24-Jul-2009 22:11:00,24-Jul-2009 22:11:59,leaveHouse,0.9243055555555556,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],[1 1 0 0 0 0 0]
351,24-Jul-2009 22:37:00,24-Jul-2009 22:37:59,leaveHouse,0.9423611111111112,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 1 0 0 0 0 0]
352,24-Jul-2009 22:38:00,24-Jul-2009 22:38:59,leaveHouse,0.9430555555555556,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0 0 0]
353,24-Jul-2009 22:39:00,24-Jul-2009 22:39:59,leaveHouse,0.94375,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0 0 0]
358,24-Jul-2009 22:44:00,24-Jul-2009 22:44:59,leaveHouse,0.9472222222222222,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0 0 0]
359,24-Jul-2009 22:45:00,24-Jul-2009 22:45:59,leaveHouse,0.9479166666666666,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0 0 0]
370,24-Jul-2009 22:56:00,24-Jul-2009 22:56:59,leaveHouse,0.9555555555555556,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 1 0 0 0 0 0]
371,24-Jul-2009 22:57:00,24-Jul-2009 22:57:59,leaveHouse,0.95625,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0 0 0]
374,24-Jul-2009 23:00:00,24-Jul-2009 23:00:59,leaveHouse,0.9583333333333334,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0 0 0]
385,24-Jul-2009 23:11:00,24-Jul-2009 23:11:59,leaveHouse,0.9659722222222222,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 1 0 0 0 0 0]
388,24-Jul-2009 23:14:00,24-Jul-2009 23:14:59,leaveHouse,0.9680555555555556,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0 0 0]
389,24-Jul-2009 23:15:00,24-Jul-2009 23:15:59,leaveHouse,0.96875,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0 0 0]
400,24-Jul-2009 23:26:00,24-Jul-2009 23:26:59,leaveHouse,0.9763888888888888,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 1 0 0 0 0 0]
402,24-Jul-2009 23:28:00,24-Jul-2009 23:28:59,leaveHouse,0.9777777777777776,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0 0 0]
461,25-Jul-2009 00:27:00,25-Jul-2009 00:27:59,leaveHouse,0.01875,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 0 0 0 0]
462,25-Jul-2009 00:28:00,25-Jul-2009 00:28:59,leaveHouse,0.019444444444444445,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
481,25-Jul-2009 00:47:00,25-Jul-2009 00:47:59,leaveHouse,0.03263888888888889,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
483,25-Jul-2009 00:49:00,25-Jul-2009 00:49:59,leaveHouse,0.034027777777777775,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
484,25-Jul-2009 00:50:00,25-Jul-2009 00:50:59,leaveHouse,0.034722222222222224,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
485,25-Jul-2009 00:51:00,25-Jul-2009 00:51:59,leaveHouse,0.035416666666666666,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
550,25-Jul-2009 01:56:00,25-Jul-2009 01:56:59,leaveHouse,0.08055555555555556,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 0 0 0]
553,25-Jul-2009 01:59:00,25-Jul-2009 01:59:59,leaveHouse,0.08263888888888889,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
555,25-Jul-2009 02:01:00,25-Jul-2009 02:01:59,leaveHouse,0.08402777777777777,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
597,25-Jul-2009 02:43:00,25-Jul-2009 02:43:59,leaveHouse,0.11319444444444444,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 0 0 0 0]
598,25-Jul-2009 02:44:00,25-Jul-2009 02:44:59,leaveHouse,0.11388888888888887,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
599,25-Jul-2009 02:45:00,25-Jul-2009 02:45:59,leaveHouse,0.11458333333333333,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
600,25-Jul-2009 02:46:00,25-Jul-2009 02:46:59,leaveHouse,0.11527777777777777,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
602,25-Jul-2009 02:48:00,25-Jul-2009 02:48:59,idle,0.11666666666666667,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
607,25-Jul-2009 02:53:00,25-Jul-2009 02:53:59,idle,0.12013888888888888,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
608,25-Jul-2009 02:54:00,25-Jul-2009 02:54:59,goToBed,0.12083333333333332,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
609,25-Jul-2009 02:55:00,25-Jul-2009 02:55:59,goToBed,0.12152777777777778,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
611,25-Jul-2009 02:57:00,25-Jul-2009 02:57:59,goToBed,0.12291666666666665,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
613,25-Jul-2009 02:59:00,25-Jul-2009 02:59:59,goToBed,0.12430555555555554,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
614,25-Jul-2009 03:00:00,25-Jul-2009 03:00:59,goToBed,0.125,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
615,25-Jul-2009 03:01:00,25-Jul-2009 03:01:59,goToBed,0.12569444444444444,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
617,25-Jul-2009 03:03:00,25-Jul-2009 03:03:59,goToBed,0.12708333333333333,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
621,25-Jul-2009 03:07:00,25-Jul-2009 03:07:59,goToBed,0.12986111111111112,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
622,25-Jul-2009 03:08:00,25-Jul-2009 03:08:59,goToBed,0.13055555555555556,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
623,25-Jul-2009 03:09:00,25-Jul-2009 03:09:59,goToBed,0.13125,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
626,25-Jul-2009 03:12:00,25-Jul-2009 03:12:59,goToBed,0.13333333333333333,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
648,25-Jul-2009 03:34:00,25-Jul-2009 03:34:59,goToBed,0.1486111111111111,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
650,25-Jul-2009 03:36:00,25-Jul-2009 03:36:59,goToBed,0.15,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
674,25-Jul-2009 04:00:00,25-Jul-2009 04:00:59,goToBed,0.16666666666666666,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
675,25-Jul-2009 04:01:00,25-Jul-2009 04:01:59,goToBed,0.1673611111111111,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
676,25-Jul-2009 04:02:00,25-Jul-2009 04:02:59,goToBed,0.16805555555555554,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
678,25-Jul-2009 04:04:00,25-Jul-2009 04:04:59,goToBed,0.16944444444444445,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
679,25-Jul-2009 04:05:00,25-Jul-2009 04:05:59,goToBed,0.1701388888888889,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
681,25-Jul-2009 04:07:00,25-Jul-2009 04:07:59,goToBed,0.17152777777777778,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
738,25-Jul-2009 05:04:00,25-Jul-2009 05:04:59,goToBed,0.2111111111111111,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 0 0 0 0]
739,25-Jul-2009 05:05:00,25-Jul-2009 05:05:59,goToBed,0.21180555555555555,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
742,25-Jul-2009 05:08:00,25-Jul-2009 05:08:59,goToBed,0.21388888888888888,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
761,25-Jul-2009 05:27:00,25-Jul-2009 05:27:59,goToBed,0.2270833333333333,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
764,25-Jul-2009 05:30:00,25-Jul-2009 05:30:59,goToBed,0.22916666666666666,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
773,25-Jul-2009 05:39:00,25-Jul-2009 05:39:59,goToBed,0.23541666666666666,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
774,25-Jul-2009 05:40:00,25-Jul-2009 05:40:59,goToBed,0.2361111111111111,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
787,25-Jul-2009 05:53:00,25-Jul-2009 05:53:59,goToBed,0.2451388888888889,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
788,25-Jul-2009 05:54:00,25-Jul-2009 05:54:59,goToBed,0.2458333333333333,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
789,25-Jul-2009 05:55:00,25-Jul-2009 05:55:59,goToBed,0.2465277777777778,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
790,25-Jul-2009 05:56:00,25-Jul-2009 05:56:59,goToBed,0.24722222222222226,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
791,25-Jul-2009 05:57:00,25-Jul-2009 05:57:59,goToBed,0.2479166666666667,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
810,25-Jul-2009 06:16:00,25-Jul-2009 06:16:59,goToBed,0.2611111111111111,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
811,25-Jul-2009 06:17:00,25-Jul-2009 06:17:59,goToBed,0.2618055555555556,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
